codeSp	GrSIH	codeSIH	ISSCAAP	TAXOCODE	codeFAO	codeFB	phylum	categ_bent	classe	ordre	Famille	Genre	espece	identifiant	taille_max	L50	cryptique	mobilite	territorialite	nocturne	comp_gr	agreg_saison	posi_col_eau	strat_demo	ponte	habitat_pref	chgmt_sexe	Trophique_2015	statutIUCN	coeffA	coeffB	niveau_taxo_ab
Acrogran	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	grandis	Acropora_grandis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrogranu	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	granulosa	Acropora_granulosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrohaim	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	haimei	Acropora_haimei	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrohemp	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	hemprichii	Acropora_hemprichii	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrohorr	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	horrida	Acropora_horrida	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrohumi	PA	-999	77	6190200105	KQH	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	humilis	Acropora_humilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrohyac	PA	-999	77	6190200106	KQY	-999	cnidaria	ACT	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacinthus	Acropora_hyacinthus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroiner	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	inermis	Acropora_inermis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroirre	PA	-999	-999	NA	NA	-999	cnidaria	ACS	Anthozoa	Scleractinia	Acroporidae	Acropora	irregularis	Acropora_irregularis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrokirs	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	kirstyae	Acropora_kirstyae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrolama	PA	-999	-999	NA	NA	-999	cnidaria	ACT	Anthozoa	Scleractinia	Acroporidae	Acropora	lamarcki	Acropora_lamarcki	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrolati	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	latistella	Acropora_latistella	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrolist	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	listeri	Acropora_listeri	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrolong	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	longicyathus	Acropora_longicyathus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrolori	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	loripes	Acropora_loripes	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrolove	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	lovelli	Acropora_lovelli	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrolutk	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	lutkeni	Acropora_lutkeni	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromacr	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	macrostoma	Acropora_macrostoma	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromagn	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	magnifica	Acropora_magnifica	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromicr	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	microclados	Acropora_microclados	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromicro	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	microphthalma	Acropora_microphthalma	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromill	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	millepora	Acropora_millepora	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromira	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	mirabilis	Acropora_mirabilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromont	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	monticulosa	Acropora_monticulosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromult	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	multiacuta	Acropora_multiacuta	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acromuri	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	muricata	Acropora_muricata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acronana	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	nana	Acropora_nana	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acronasu	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	nasuta	Acropora_nasuta	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acronata	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	natalensis	Acropora_natalensis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acronobi	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	nobilis	Acropora_nobilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroocel	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	ocellata	Acropora_ocellata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acropali	PA	-999	77	6190200102	KQF	-999	cnidaria	ACS	Anthozoa	Scleractinia	Acroporidae	Acropora	palifera	Acropora_palifera	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acropalm	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	palmata	Acropora_palmata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acropalme	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	palmerae	Acropora_palmerae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acropani	PA	-999	-999	NA	NA	-999	cnidaria	ACT	Anthozoa	Scleractinia	Acroporidae	Acropora	paniculata	Acropora_paniculata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acropari	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	parilis	Acropora_parilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrophar	PA	-999	-999	NA	NA	-999	cnidaria	ACT	Anthozoa	Scleractinia	Acroporidae	Acropora	pharaonis	Acropora_pharaonis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroping	PA	-999	-999	NA	NA	-999	cnidaria	ACS	Anthozoa	Scleractinia	Acroporidae	Acropora	pinguis	Acropora_pinguis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acropoly	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	polystoma	Acropora_polystoma	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroprol	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	prolifera	Acropora_prolifera	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroprui	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	pruinosa	Acropora_pruinosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acropulc	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	pulchra	Acropora_pulchra	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroramb	PA	-999	-999	NA	NA	-999	cnidaria	ACT	Anthozoa	Scleractinia	Acroporidae	Acropora	rambleri	Acropora_rambleri	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroretu	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	retusa	Acropora_retusa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrorobu	PA	-999	-999	NA	NA	-999	cnidaria	ACS	Anthozoa	Scleractinia	Acroporidae	Acropora	robusta	Acropora_robusta	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrorosa	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	rosaria	Acropora_rosaria	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrorose	PA	-999	-999	NA	NA	-999	cnidaria	ACS	Anthozoa	Scleractinia	Acroporidae	Acropora	roseni	Acropora_roseni	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosamo	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	samoensis	Acropora_samoensis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosarm	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	sarmentosa	Acropora_sarmentosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroseca	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	secale	Acropora_secale	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosela	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	selago	Acropora_selago	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosoli	PA	-999	-999	NA	NA	-999	cnidaria	ACT	Anthozoa	Scleractinia	Acroporidae	Acropora	solitaryensis	Acropora_solitaryensis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosp.	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	sp.	Acropora_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrospic	PA	-999	-999	NA	NA	-999	cnidaria	ACT	Anthozoa	Scleractinia	Acroporidae	Acropora	spicifera	Acropora_spicifera	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosqua	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	squarrosa	Acropora_squarrosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrostod	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	stoddarti	Acropora_stoddarti	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrostri	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	striata	Acropora_striata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosubg	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	subglabra	Acropora_subglabra	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosubm	PA	-999	-999	NA	NA	-999	cnidaria	ACS	NA	NA	fa.	ge.	sp.	Acropore_submassif	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrosubu	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	subulata	Acropora_subulata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrotabu	PA	-999	-999	NA	NA	-999	cnidaria	ACT	NA	NA	fa.	ge.	sp.	Acropore_tabulaire	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrotene	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	tenella	Acropora_tenella	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrotenu	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	tenuis	Acropora_tenuis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrotere	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	teres	Acropora_teres	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrovale	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	valenciennesi	Acropora_valenciennesi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrovali	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	valida	Acropora_valida	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrovari	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	variolosa	Acropora_variolosa	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrovaug	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	vaughani	Acropora_vaughani	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroverm	PA	-999	-999	NA	NA	-999	cnidaria	ACD	Anthozoa	Scleractinia	Acroporidae	Acropora	vermiculata	Acropora_vermiculata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroverw	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	verweyi	Acropora_verweyi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acrowill	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	willisae	Acropora_willisae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Acroyong	PA	-999	-999	NA	NA	-999	cnidaria	ACB	Anthozoa	Scleractinia	Acroporidae	Acropora	yongei	Acropora_yongei	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Adredure	VE	-999	-999	NA	NA	-999	plantae	HMA	NA	NA	fa.	ge.	sp.	Algues_dress?es_Dures	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Adremoll	VE	-999	-999	NA	NA	-999	plantae	FMA	NA	NA	fa.	ge.	sp.	Algues_dress?es_Molles	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Aeolstri	PO	-999	-999	NA	NA	6503	chordata	NA	Actinopterygii	Syngnathiformes	Centriscidae	Aeoliscus	strigatus	Aeoliscus_strigatus	15	-999	N	SE	NA	DI	NA	NA	B	1	NA	CO	NA	CA	NA	-999	-999	NA
Aequfors	PA	-999	-999	NA	NA	-999	cnidaria	OT	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	forskalea	Aequorea_forskalea	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Aesocorn	PO	-999	31	1830302701	OIC	7850	chordata	NA	Actinopterygii	Pleuronectiformes	Soleidae	Aesopia	cornuta	Aesopia_cornuta	25	-999	O	MO	NA	DN	NA	NA	B	3	NA	NA	NA	CA	NA	0,006365935	3,286219894	fa
Aesosp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Pleuronectiformes	Soleidae	Aesopia	sp.	Aesopia_sp.	-999	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	CA	NA	0,006365935	3,286219894	fa
Aesostea	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Columbellidae	Aesopus	stearnsi	Aesopus_stearnsi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Aethroga	PO	-999	33	1700200101	EHG	6441	chordata	NA	Actinopterygii	Perciformes	Serranidae	Aethaloperca	rogaa	Aethaloperca_rogaa	60	-999	N	SE	NA	NO	NA	NA	B	5	NA	CO	NA	PI	NA	0,013415232	3,030514248	fa
Aetonari	PO	-999	38	1100700202	MAE	1250	chordata	NA	Elasmobranchii	Rajiformes	Myliobatidae	Aetobatus	narinari	Aetobatus_narinari	330	-999	N	TM	NA	DI	NA	NA	P	6	NA	CO	NA	CA	NA	0,004653585	2,613511331	fa
Aetovesp	PO	-999	38	1100702904	RYE	12599	chordata	NA	Elasmobranchii	Rajiformes	Myliobatidae	Aetomylaeus	vespertilio	Aetomylaeus_vespertilio	240	-999	N	TM	NA	DI	NA	NA	P	6	NA	NA	NA	CA	NA	0,004653585	2,613511331	fa
Agaloken	PA	-999	-999	NA	NA	-999	cnidaria	OT	Hydrozoa	Siphonophorae	Agalmidae	Agalma	okeni	Agalma_okeni	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agaragar	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Agariciidae	Agaricia	agaricites	Agaricia_agaricites	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agarfrag	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Agariciidae	Agaricia	fragilis	Agaricia_fragilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agargrah	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Agariciidae	Agaricia	grahamae	Agaricia_grahamae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agarhumi	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Agariciidae	Agaricia	humilis	Agaricia_humilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agarlama	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Agariciidae	Agaricia	lamarcki	Agaricia_lamarcki	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agelclat	PA	-999	-999	NA	NA	-999	porifera	NA	Demospongiae	Agelasida	Agelasidae	Agelas	clathrodes	Agelas_clathrodes	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agelconi	PA	-999	-999	NA	NA	-999	porifera	NA	Demospongiae	Agelasida	Agelasidae	Agelas	conifera	Agelas_conifera	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agelflab	PA	-999	-999	NA	NA	-999	porifera	NA	Demospongiae	Agelasida	Agelasidae	Agelas	flabelliformis	Agelas_flabelliformis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Aglacupr	PA	-999	-999	NA	NA	-999	cnidaria	OT	Hydroidomedusa	Conica	Aglaopheniidae	Aglaophenia	cupressina	Aglaophenia_cupressina	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Aglalate	PA	-999	-999	NA	NA	-999	cnidaria	OT	Hydroidomedusa	Conica	Plumulariidae	Aglaophenia	latecarinata	Aglaophenia_latecarinata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agonmont	PO	-999	33	1650100602	AJW	1085	chordata	NA	Actinopterygii	Mugiliformes	Mugilidae	Agonostomus	monticola	Agonostomus_monticola	36	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Agontelf	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Mugiliformes	Mugilidae	Agonostomus	telfairii	Agonostomus_telfairii	-999	-999	NA	NA	NA	NA	NA	NA	P	-999	NA	HM	NA	DE	NA	0,0141	3,023	ge
Aipttage	PA	-999	-999	NA	NA	-999	cnidaria	NA	Anthozoa	Actiniaria	Aiptasiidae	Aiptasia	tagetes	Aiptasia_tagetes	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Aipylaev	NA	-999	-999	NA	NA	-999	chordata	NA	Reptilia	Squamata	Elapidae	Aipysurus	laevis	Aipysurus_laevis																		
Aipysp.	AA	-999	-999	NA	NA	-999	chordata	NA	Reptilia	Squamata	Elapidae	Aipysurus	sp.	Aipysurus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Albuglos	PO	-999	33	1300100502	BGV	-999	chordata	NA	Actinopterygii	Albuliformes	Albulidae	Albula	glossodonta	Albula_glossodonta	-999	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	S	NA	MA	NA	0,0205	2,869	ge
Albuneog	PO	-999	-999	NA	NA	1271	chordata	NA	Actinopterygii	Albuliformes	Albulidae	Albula	neoguinaica	Albula_neoguinaica	100	-999	N	MO	NA	DI	NA	NA	B	5	NA	NA	NA	CA	NA	0,020480311	2,869382824	ge
Albusp.	PO	-999	-999	NA	NA	200020	chordata	NA	Actinopterygii	Albuliformes	Albulidae	Albula	sp.	Albula_sp.	-999	-999	N	MO	NA	DI	NA	NA	B	5	NA	NA	NA	CA	NA	0,029678577	2,779862675	sp
Albuvulp	PO	-999	33	1300100501	BOF	228	chordata	NA	Actinopterygii	Albuliformes	Albulidae	Albula	vulpes	Albula_vulpes	104	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Aleccili	PO	-999	37	1702309004	LIJ	988	chordata	NA	Actinopterygii	Perciformes	Carangidae	Alectis	ciliaris	Alectis_ciliaris	150	-999	N	TM	NA	DN	NA	NA	P	3	NA	CO	NA	PI	NA	0,008334081	3,197237587	fa
Alecindi	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Carangidae	Alectis	indica	Alectis_indica	-999	-999	NA	NA	NA	NA	NA	NA	P	-999	NA	CO	NA	PI	NA	0,0065	3,317	sp
Alecsp.	PO	-999	-999	NA	NA	200022	chordata	NA	Actinopterygii	Perciformes	Carangidae	Alectis	sp.	Alectis_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Alepdjed	PO	-999	37	1702300101	LSJ	1889	chordata	NA	Actinopterygii	Perciformes	Carangidae	Alepes	djedaba	Alepes_djedaba	40	-999	N	TM	NA	DN	NA	NA	P	3	NA	CO	NA	PL	NA	0,008334081	3,197237587	fa
Alepvari	PO	-999	37	1702300103	LSV	1891	chordata	NA	Actinopterygii	Perciformes	Carangidae	Alepes	vari	Alepes_vari	56	-999	N	TM	NA	DN	NA	NA	P	3	NA	NA	NA	PI	NA	0,008334081	3,197237587	fa
